order_vendor_dbname,order_vendor_dbname
kraza_681072799,2
krisnagonzalez_1452449811,2
krispeticas_724644477,8
krisstiendavirtual_765868758,189
kristalinaaccesorios_1506623921,116
krlosstore_1537625410,118
kromaspace_419271023,86
krstore_263781585,1
ksafull_386868283,11
ksamelishop_286025860,7
ksonline_455441515,1
kthepin_1091643306,21
kufastore_624312642,3
kunai_1034173390,6
kuppovina_866373971,6
kwikemartlatiendadeapu_1552896335,260
kyctiendavirtual_188066516,299
laalternativa_265873138,17
laarmeria92_964193244,39
labialesmatte_1009834644,2
labodega_1283424351,228
labodegadetoby_1239315817,44
labodegaeconomica_529945392,1
labodegamorada_142981435,20
labodegaxpress_1539279429,51
labodeguita_552801845,9
labodeguitachina_298322716,80
labodeguitadejavi_1367858504,3
labodeguitash_485818792,1
laboratorionaturalsuizoddcsas_846000898,2
laboratorionaturlab_842732351,9
laboutiqueonline_54687355,4
lacasadelstreaming_1547776701,1
lacasavip_784039522,5
lacolombia_595818300,2
laconsentida_1656050448,3
lacostas_523329576,1
ladolcevita_785039430,35
ladyshopping_1139270618,94
laedtiendavirtual_151727453,4
laenecreationshop_127349172,21
laestamperiabymarianastore_1186454676,8
laestrella_1214331929,3
laferiademariale_175981023,2
lafincadelabuelo_602809113,5
lagaveta_1469273459,7
lagoess_988167053,14
lagranbodegaonline_456221449,43
lagranboutique_451691838,3
laguacadesofi_324844192,54
lahuacadistribuciones_1320750908,12
laifestailcol_664498192,3
laiorisbisness_720886188,5
lajugueteriadesusy_590182010,70
lakapitalindomable_1485595889,130
lal_989670921,9
lalocuradelospreciosbajo_81644347,3
lalor_1369272419,2
laloracarola_1327160132,5
laluna_254976495,2
lamamba_1595896923,5
laminify_124859029,3
lamonic_1591883910,2
lamozuda_1363184246,1
landa_596488821,8
lanubestore_237567238,1
lanykols_1081707427,54
lapercha_168318892,18
lapersonalshopper_1077058644,371
lapietra_1353293070,2265
lapinta53_1068493317,32
lapp_150043820,3
lapricesadeicy_1247497697,49
lapronti_1663354865,3
lapyshop_227902667,9
laquinta_758696751,1
lareinasport_1219087672,116
larevista_831400262,58
lasaludablesstore_1497539296,1
lasbalineras_1480419226,1
lascosasdelloko_369243746,3
laserkiut_351748852,20
lasideasdelucho_550418676,30
lastresb_1024756847,19
lasvegasstore_1012978376,51
lasventasdejuan_1037239618,1
latamtienda_1529959595,691
latecorazonchocolateparaelalma_782798455,1
lathina_98089052,20
latiarabucaramanga_673302022,289
latienda_84759687,5
latiendaalejandromariafernan_603951039,8
latiendacol_11731095,156
latiendadeadri_1239837725,6
latiendadecami_958440488,1
latiendadegabriel_27003922,1
latiendadej_1380983204,1
latiendadejose_146907143,3
latiendadekarina_6154300,28
latiendadekathe_1619617087,40
latiendadelala_494324229,10
latiendadelalita_571899773,4
latiendadelebebe_488051764,152
latiendadelmachocom_673313274,11
latiendadeloscascos_1433396085,3
latiendadelritmo_639434533,1
latiendadelupe_1414326846,1
latiendademagui_1071863841,2
latiendadepato_1618389396,32
latiendadesam_1473580109,1
latiendadesoto_889036687,489
latiendadeteresa_656292016,1
latiendadevale_1444427896,1
latiendadeverop_916246385,65
latiendadeyar_452766677,1
latiendadeyess_564291333,2
latiendadiamante_697698462,32
latiendadtodo_1467108333,1
latiendaelgadget_1648416106,14
latiendaes_1579639970,28
latiendamarcoa_1179666663,3
latiendasamaria_1462467225,4
latiendavirtual_1567172106,17
latienditavalledupar_1179372756,1
latienditawholesaler_1619429324,2
latiengatotal_1111526127,104
latinaexpress_308165033,1
latinoexpressshop_87501333,55
latinomarket_1607772355,1
latinshop2022_1480922042,4
latinworldstore_1113113408,9
latrifuerza_635515742,2
latti_760672959,1
latypijamas_1003255611,5
lauda0323_1403993557,8
laujac_677882547,17
laumashop_62878151,1
laurashop_117173879,8
laurav_28360166,46
laushop_108940184,4
lautherstore_547943782,20
lavega_734671674,1
lavirgencolombia_565953328,33
lavitecnoco_1534462650,1
laxmi_923472286,56
laylashopping_1272390206,1
lazapateria_1556407273,1115
lazoscool_188442003,3
lcasti_1079082051,1
lctrends_1151648104,5
ldi_1488664287,8
ldmodaynovedad_1150809684,18
leandroshop_20841747,1
ledscolombia_771146151,24
ledtuningshopcolombia_1227278365,25
lefblizcompany_615650169,6
lega_687211106,2
leggero_603535300,2
leim_1156010982,2
lekdeau_931999460,4
lektrika_615806562,3
lenceriacomco_142311778,102
lencyhogarmabeso_1004279930,1
lendestore_1128381608,14
leojustore_107786572,2
leon_95093433,50
lescurlys_905940574,1
lesjumarketshop_851593937,1
letitbeehoney_37629709,1
letrochecol_365690174,31
letsadestore_410973399,43
letsplay_168218193,4
levensbuyonline_141015355,5
levystorestar_1421124750,1
leymar_855492423,4
liamstore_153897595,4
lian19_979164771,2
lian20_349168601,2
lianmegacol_304230557,29
libertadfinanciero_1400888861,9
libretiendavirtual_809241651,13
liccashop_653828552,699
liches_1237153087,2
lidalishop_1325583250,1
lidermayorista_1258188804,3
lidroshop_622219487,7
lifeofafashionista_1497870252,3
lifestyle_933984113,4
lifetech_381448513,17
ligthplus_125768610,2
liisbestor_400110382,5
likhi_192310890,3
lilaboutique02_403821626,417
lilacstore_928063563,6
lilipinkca_85755174,2
lilithdignatentacion_1286469078,7
lilito_1020170123,8
lilytiendahogar_1535031865,44
limarboutiquealnaturalsaludybelleza_326149626,3
limarystore_1120378848,19
limastore_325751508,31
limun_453124783,1
linarpova_374706530,1
lindamujer_1052498251,31
lindaperez_1393984788,15
lindascositasyalgomas_1262261914,82
lineahogar_204747143,611
lineal_581501964,44
lineastore_875832079,13
linketecnologia_274372795,8
linkstore_721857724,2
liofisnack_1499559308,7
lioncommerce_117150750,35
lionfootwear_1163591564,129
lionstorecolombia_79584173,2
lipostore_247655190,1
liquidaciones_1235521043,14
liquidacionshopping_1563886391,4
liselis_1497329370,60
lisjanafashion_823248091,2
lissantonella_907256548,178
lisshoes_817750450,3
living_212223198,209
livingstorecom_257852223,8
livingvivetuespacio_786294334,67
liwayonline_1572129598,3
lizzmitiendaonline_932693780,4
ljftiendavirtual_157658655,2
lktienda_282553667,1
llevatelo_861795473,42
lleveloexpres_1009439418,17
llproductosparati_433183128,30
lmdtotaltrade_1043438737,1
locompras_166120960,40
locompras_420722893,186
loe_382566500,6
loenkuentras_1077138236,12
loja1_289338495,2
lojacompraversatil_1470736474,1818
lojadaneli_686234192,601
lojadoandre_33492089,94
lojadochris_1299460220,3
lojadogabre_785144029,3
lojadoigor_266356478,58
lojadomarcelosarruge_1366689094,1
lojadomatheus_409286798,38
lojagringalm_910627508,1631
lojalatamdrop_1213150174,2
lojamauricio_1435055496,36
lojamujeres_153270755,2
lojatriododrop_373758013,4
lojayuri_1042095257,12
lokeseaco_808127761,15
lokieroyaa_861014047,45
lokifyshop_49960596,1
lokutech_859857372,1
lokyco_1657763585,154
lolashop25_1372052348,8
lolashop_1052419072,8
lomejorendescuentos_1479719618,3
looferta_706083451,5
look_1269697545,3
lookfamily_1155138624,179
lookieroya_427996473,767
lookingshop_863952934,119
lopana_67875074,7
lopeztecnology_328119647,14
lopilogo_185841934,17
loquedesees_1029566974,7
loquequierasalamano_505089320,7
loquequiero_1333533883,1
loqueria_1103131100,23
loquiereslotengo_163017984,272
loquiero2023_1079053174,5
loquiero_38252096,1
loquierostore_97285189,1
loreltienda_344317817,2
loremipsvm_1197211474,2
lorenabastidasdesign_1024428988,114
lorettajoyeria_970118029,71
lormafashion_764700999,42
losahumadoreshumo_500580042,6
loscacharros_120402968,1
losmarqueros_1349427474,22
losmasvendidosenlaweb_1327604538,9
losnovedosos_1216707810,5
lospaisastecnologiayvariedades_1605145029,1
lospisosnea_446591790,3
lospiyes_813450218,4
losreblujosdetami_1409143784,14
lotengojuancho_470960469,1
lotienesaqui_142108153,2
lotraigocolombia_437841620,11
lottusefactory_674782007,207
louise_1661613977,6
louvida_950360716,30
lovecraftbaq_1604290226,1
lovellypetshop_472923097,2
lovelyhome_440496150,11
lovelypink_476144431,21
lovitstore_701964863,1
lowprice_576766665,1
loyropetshop_438378045,7
lozaniagroup_761291483,1
lozanostore_1176107693,1
lqqshop_40875481,2
lrsportcali_1399632545,3
luanacosmeticos10_1410673610,10
luanefashion_1225806091,5
luanitasbaby_34977386,15
luasstore_347478790,14
lucask_1604467096,2
lucecitamaquillaje_1624968729,1
lucenastoree_589496060,149
lucerostore_1296861275,2
lucerostore_95099210,27
lucesyaccesorios_442938537,1
lucetechicafit_127561708,2
lucevital_1424916961,57
lucias_1316956651,39
lucipsicologia_984054289,1
lucithi_1084394220,1
luckyoferta_174907323,179
luckyofertamk_250411433,906
luckyshoes_1219549409,1
luckyshopp_1069492940,5
luckystore_1430719616,1
lucson_832985982,81
lucybelaby_821252510,2
luga_1419946914,2
luganic_488357760,4
luifervi2009hotmailcom_657738459,80
luimoon_416933373,122
luisjose_692368128,89
luismastore_461411650,51
luisshop_505111565,7
lujosdyd_615832977,50
lujosyaccesorioshernandez_681500914,12
lujuriacalisexshop_799748895,24
lujusxbaby_567701509,2
lukas_7041424,11
lukystort_232371674,5
lulocalzado_1287493614,14
lulomarket_1355631707,5
lulushore_1598532295,6
luluthelabel_753853918,169
lulyshop_394937491,11
lumaar_14416203,35
lumastar_677077572,5
luminashopco_652018702,64
lumyshop_175627486,1
lunaazul_1195316915,13
lunafer_1554112904,18
lunamodas_1249710550,2
lunarosastore_1093317043,1
lunashoes_599798600,48
lunastore_819250828,78
lunaticasstore_1112957227,32
lunatiendavirtual_1474356884,35
lunaymar_1353740713,7
luneshopping_1302173055,14
lupeshop_22328801,10
lusamgroup_125249918,314
luvashop_1312465736,2
luxelady_1646189727,1
luxestime_1490956716,2
luxorsstore_902169840,16
luxortech_59178072,1
luxshopifyonline_1354555979,4
luxtech_469542341,4
luxuria_1642764004,1
luxuryaccesorios_272225425,1
luxurycavestore20_6302803,24
luxuryimportcol_1489156600,1
luxurynaturals_662352722,38
luxzapatocatiendavirtual_1452114887,1
luzdayproductosyarticulos_156123739,29
luzmilaca_30788160,3
luzsad_1429297559,3
lyldetalles_1429760109,2
lylshoes_456250189,3
lymmodafemminile_1685764588,6
lywdsports_1619082598,3
m3gashopy_421017167,1
mabel_563632247,1
mabelgissellylagossanchez_1112602711,11
mabugallery_1493130425,32
macadamiamultimarcas_1235697792,17
macael_66203168,2
maccastore_940254624,37
macedolatam_1350584697,66
machucasihk_770560437,22
macommerce_51477032,2
macondo_427802408,1
macshopping_1534278977,1
macstore_149383900,5
mad_1588999174,21
maddstore_1286787348,2
madein_373838890,207
madenatural_12423782,9
maderitas_1074577727,496
madnesssolutions_1528730725,2
madusport25_156536235,20
maemuki_743594103,13
mafershop_441071976,8
maferstore_323041923,2
mafevende_974514283,5630
magaofertas_1497213684,1
magasinjc_143747890,8
magazinejr06_1276485416,2
magdashop_846997193,1
magdistribuciones_1542914415,257
magenta_1470041736,75
magervacker_954937520,7
magiaandina_758085339,1091
magiaverde_109905954,4
magicbeautyshop_396766906,40
magichairtherapyqpelos_1541325531,58
magicnails_1326386364,83
magicorrienteonline_243726769,18
magicstore_500123300,2
magiczada_1479243975,4
magirastore_1214625965,2
magneshoes_1152877959,203
magneshoes_86371515,1
magneticballscolombia_266820359,13
magnificastore_287320073,1
magnificat_955163814,5
magnosshop_443683695,61
magnustecnology_1656361144,99
magnytienda_1641161070,4
maguanatiendamultimarca_835973458,8
magushop_560824873,1
magusports_352978233,78
magustore_996534053,1
mahenastore_1237933024,471
mahitus_632427269,1
maiajkvariedades_144229461,1
maiecommerc_636699505,5
maiguetienda_96977225,16
maijaus_1670786208,21
mailtonkanazostore_897852218,41
maisamodaybelleza_1533212455,2
maismoonline_451068631,6
maisvous_584848976,9
majatutiendaonline_297823296,2
maju_1185353927,70
majustore_1304963965,230
makaruchi_1646166311,6
makestore_930582709,13
makicenter_436972548,42
makistore_1191974122,1
makrotienda23_1498290270,25
malandrostore_774921021,83
malaushop_1065055067,23
malejashoes_773649697,3
malgalchecontraentrega_786791996,35
mallhome_894976159,90
malorestore_111871271,5
maludistribuciones_815610886,1
maluma_729889552,25
malushop_393518241,60
malustore_1310669941,127
maluvistore_310585875,5
manamisas_73635825,8
mangared_829511871,21
manhatanshoes_1106693875,378
maniquiparaconfeccionycostura_122842237,177
manjivirtualshop_611755116,5
mantatermicadulcemercado_21362938,267
mantivestore_986574916,4
mantodeo_479128392,3
mantodeotiendaonline_399351480,1
manu_1382047619,5
manuelamillanc_1377106005,1
manuelpods_1513404243,3
manustore2_856349458,2
maocalzado_140752511,39
maostore99_249438595,30
maotecimportaciones_90046813,7
maquinariayrepuestos_698869219,3
maquirealbeauty_125486556,12
maranatha_1382943579,2
maranathagloves_1025560482,19
marcadiluone_1644038006,6
marcasti_439161276,47
marchenastore_295629622,5
marcosas_716682313,6
mardesuenos_1157412905,3
marellyfajascolombia_128510223,50
margaritatienda_1081902128,2300
mariaalejandradetodoslosangeles_155232237,3
mariacatiendavirtual_1225742533,52
mariae_1223884026,33
marianastore_1341717356,10
mariangelpanalera_79447619,111
mariapianetta_958820386,1
mariarenastore_1594836500,29
marias_1450810394,2
mariasalomestore_805883784,5
mariastore_268824329,1
mariastoreshoes_280824324,1
mariavestidos_422427658,62
maricaditasml_62079357,48
maricaditasvariasmor_620869676,2
marichel_1128173942,19
marilinstore_1489831334,1
marinostore_50792546,180
mariventas_1411453855,47
markeflorida_321841566,5
market23_1223374108,1
market4v_1023439226,11
marketcenterco_1526214981,9
marketdav_904825127,31
marketdrop2024_447813436,1
marketee_765081907,8
marketingecommerceonline_987558483,41
marketingonline_899506876,57
marketingxclicks_446144994,2
marketnaturalhealth_1605237822,40
marketonlineglobal_649525927,3
marketshop569_1259610295,90
marketsoon_278043598,1
markettop_558378639,19
marketventas_645358560,21
marketvip_813179798,3
marketvirtual_303741569,2
marking3shop_1075469004,58
marladstore_901380242,6
marous_207454494,15
marsanskids_196739130,389
marta_1121135426,10
martastore_245113674,43
marthamendoza_858069601,31
martina_1152127286,23
martinas27_1054973418,1
martinicashoes_205158444,877
martinsmarket_521767371,8
martsusavirtualshop_189086647,4
marumodayestilo_1419176454,10
mary_422942221,12
maryestor_376812142,16
marys_947569546,13
maryteshop_260333283,3
masaval_1223839766,4
masbaratostorecomco_1026149357,6
mascotas360_456384907,3
mascotaskefrem_1200061819,2
masfemenina_896983817,5
mashcosmetics_1204545634,13
mashracing_1330524956,88
masideastop_453913916,17
maskoteando_935993966,35
masquesoportes_326191380,2
massimos_1378625067,20
mastendencias_96135422,2
master3center_626455975,115
mastercall_765867176,5
mastercanino_1364411333,47
masterclik_843950111,114
masterpro_1097907532,1
mastersales_1022926121,67
mastore_637530583,2
mastu_104000476,60
masventascol_161570630,44
masvital_1436165565,1
masymuchomaslp_326827656,1
matchsportscolombia_1191685908,2
matdashop_155197379,1
mateoshop_1011750584,1
materasdebarro_785908979,1
materasyplantas_96506746,97
mathisesports_256404412,612
matiasstore_421978687,2
matiztallerdeencanto_1497074131,18
matnez_1286112417,2
mattcainstore_981397496,19
matycalzado_45431966,5
mauriproductos_448686118,1
maurovende_799992907,3
maverickspto_653615314,6
mavrienys_1590203030,59
maxcrisglobal_1393073665,2
maxfragancias_1225648503,114
maxfraganciasguabal_1306673590,19
maxibodega_54259293,1506
maxiglobalcompany_1282715653,67
maximilianemporio_554014295,21
maximoshop_997323372,5
maxisstore_1631914079,1
maxitiendacolombia_150816569,1
maxlizocolbellalisa_490185799,5
maxlizocolmanizales_553361295,2
maxlizocolsas_218284354,4
maxplacer_186447516,9
maxproinsumos_230069800,6
maxstore_1125677268,10
mayastore_720705344,5
maylitienda_526925484,18
maylop_492162439,14
mayonline_1452813636,71
mayoristaclysa_1560458351,1
mayoristadecolombia_1310831206,3
mayoristaonline_1133754825,8
maypastore_887232590,91
mayramarrufoshop_168923396,13
mayrastores_1482377920,610
maystore_1075145503,1
mayuan_891927216,7
mazalsoft_732366531,1
mazpro15_641844224,1
mazshop_1362379382,130
mbhome_409323980,2
mccormickstore_686636146,27
mcdreamg_655490490,1
mcfamilybiker_1016967093,69
mcimportttrade_1644147251,262
mclmotos_1579922879,12
mcqueenstore_347796466,11
mdstyle_979408293,11
mdtiendaonline_203200216,80
mdv_403344161,372
mecatronica_1175832274,35
medatsi_74662698,2440
medellinbox_1364237454,19
medellinonline_809188504,1
medellinshop_628640283,44
medinatienda_258188623,2
medstore_588053410,1
mega_245404565,755
megaaccesoriosbikes_1402562243,2
megabodegacolombia_424937682,11
megabolsos_315339082,3
megabox_1428206752,44
megacamiseria_1068349474,1210
megacamiseriadeluxe_583198414,203
megaciclo_971355157,1
megadescuentos_1192124184,1
megaexportienda_650082385,12
megahorro_1228743437,3
megaled_1231235916,337
megalineashop_17588458,1
megamarkelacastellana_1154025821,19
megamart_1138114896,10
megamercado_706968025,20
meganova_1661745411,1
megaoferta_1026050598,16
megaofertas_1522943462,5
megaofertasco_383125150,8
megashoes_1545712136,195
megashoop_415623305,2
megashopi_593339387,23
megashopjpm_1383275266,216
megashoppe_1635532370,12
megasportstore_630310949,7
megastor_727968962,303
megastore2022_427501083,5
megastorecolombia_981548693,40
megatecno_1081295784,3
megatecnocolombia_747881159,60
megatecnologia_537615661,9
megatiendacolombia_1001415929,6
megatiendaonline_1143790423,21
megatuningquindio_1320067511,4
megavariedadesms_406306359,15
megaventascolombia_1009704257,170
megustalocompro_188170395,1
meiko_568008965,3
mejia_200687431,10
mejia_546350336,27
mejorescompras1812_682985968,1
mejoresproductos_686410714,1
mejorespromociones_975732053,16
mejorofertaonline_1387081466,59
mejorofertaonline_1515041235,1
mejoroferton_1292744251,2
melajeszapatillas_900841590,6
melanita_1202496772,1
melanyvendetodo_1162938654,6
melinaaceroshop_479824668,1
melishoponline_784781683,2
melomerezcoshop_1106828774,1
melosky_151914130,1
melssbelle_127081653,5
mensajerasdeluniverso_1563684082,1
menstyle_803853639,2
mentality_234159353,3
mentoresdeventas_1080802984,11
meracalidad_347813822,4
merakicolombia_1246678620,43
merakiequipos_365908430,22
merakiplace_26535132,10
merakishoes_658290682,2
merakistore_1216739334,39
merakithings_1244054039,3
merakitubienestar_1007506593,1
mercacolombia20_445851648,251
mercacolombia_1643141483,251
mercadeodirecto_783723486,30
mercadigitalstore_242871503,70
mercadoandino_718050272,94
mercadocl_1590523992,38
mercadoclick_1641846068,5
mercadocoraza_286408304,361
mercadodelaspulgas_59136990,18
mercadoelektra_850789633,5602
mercadomoderno_1040915987,2
mercadoonline_376572215,3
mercadorico_383462431,3
mercadotienda_52023587,10
mercadoweb_106982109,1
mercadoxpress_1125290556,4
mercaherramientas_1539573833,4
mercanciaviponline_740072779,1
mercanet2_298071312,133
mercanet_951627932,316
mercanetcali_1296606837,6
mercanexpress_863488266,4
mercashoponline_497330801,13
mercatrend_151750130,22
merchandising_1064178775,4
mercurioshoes_825504307,8
merkacool_431150037,9
merkadosdigitales_859022158,46
merkalokura_791513988,1
merkanetstore_849722515,4
merkarapidocolombia_1264714453,51
merketplay_1258563989,107
merofilin_847385790,2
meropacho_1370965323,1
merymoda_840943970,10
mestredosprecos_1270804797,2
metacompro_432267231,113
metalicasimperial_772235481,54
metamorfosis_1586776095,2
metian_1469069901,9
metrojeans_557909288,5
metropolis_650170523,3
mevmakeup_725250921,3
mgshopping_964080376,11
mgstore_378842467,4
mgstoreonline_428095311,41
mgvarietystore_1161455259,1
mhalejastore_1369312241,3
mhfit_894807030,1015
miaccesorios_1472196634,50
miafidisports_1624193471,3
miagonzalez_266211902,1
miamakeupstore_462970616,8
miaufieltro_665769024,2
miavariedades_1628238062,4
miavariedades_786155175,3
mibuttik_794210619,1
micacita_619897884,1
micelio_1282774265,4
micestorecol_823463191,1
michelle_196770988,20
michelsilva_1166404761,7
micicreativa_707362510,7
micidetalia_1604445242,17
micomprachevere_1477295238,2
mielyuva_780566324,11
mifresita_1143564316,16
miglamor_1327457394,142
migoluxe_239590825,57
miguelitocom_583345917,16
miguelrengifo_124146295,82
mihermosatiendavirtual_576363747,6
mikaytechnology_1089970151,12
milac_1196681467,233
milangelastore_201756437,2
milanojoyeria_1347602808,7
milbrands_864129524,11
milcosas1_497553714,10
milcosas20_1651102231,36
milcositasaa_575900922,2
miledistore_1094824768,70
milenianstore_532181939,63
mileniumshoes_960497247,185
mileshopvirtual_288978283,7
militiendavirtual_1201317962,4
milkywaystore_1306625124,36
millyshop_131856942,4
milugarfeliz_46241613,7
mimaskotaboutique_1161129257,2
mimitosbabyshop_106978122,357
mimundotech_74579821,3
minana_292461247,79
mineshop_593706578,7
minibicis_1617714358,6
minililacvestidosyaccesorios_1563584021,23
minimaliststyle_6433283,513
mininobrillante_500423642,3
minnilu_1143007734,3
minoxidilloxa_1440069248,115
minoxidiluraba_533712416,1
minoxidilvikingcolombia_1074736593,25
minoxiultra_1606980555,36
minryjoyasyaccesorios_296520714,25
mintstore2_171143992,128
mio_1319938297,1
mipedido_891656221,122
mipedidoonline_218143215,6
mipedidoseguro_627313495,19
mipiel_1304556845,16
mirashop_1385968580,3
miriammahecha_431972179,196
miscelaneapiramidelaceja_1632403568,9
miscelaneasensacion_320142662,1
miscelaneashop_1542725967,1
miscomprassalo_190238804,406
misey_171391605,1
mishosai_946459975,70
misjeanscop_542005063,3
missvals_187239857,26
mistermascotas_642455784,1
mistoreenlinea_1580336469,41
mitienda_1500850372,11
mitienda_773981274,1
mitiendaaunclickonline_754754868,1
mitiendacolombia_210723449,4
mitiendaenlinea_971668212,1
mitiendafamoro_718419326,1
mitiendafb_957644043,29
mitiendaonline_258454880,2
mitiendaonlineall_1418216666,42
mitiendaonlinedebrian_1384971510,1
mitiendatuespacio_1340819613,1
mitiendavariedadesoviedo_835807922,39
mitiendayellow_1154525281,65
mitiendecita_42290172,3
mitzureymodayaccesorios_1316112382,1
mividasaludable_1190854457,2
mivitrina_584812597,1
mixed_407377858,22
mixedstore90_1405733470,635
mixkaprishop_1532665195,1
mjaccesorioscol_41076382,1
mjstore_295828603,7
mkcalzados_1543411056,28
mkditas_75884683,11
mluxshop_1197852809,1
mm0104store_1478476400,52
mmlco_667314131,3
mmmaccessoriesworld_1563362910,1
mnovacion_574889639,82
mobiliariobebes_909235919,73
moda360_530068424,70
modachavales_1029802537,1
modaconclase96_1540496387,11
modaconclase_1529860108,2
modacongera_910311455,1
modacost_1382182255,17
modaestilovariedades_1032809194,30
modaevatex_1286623820,1
modaintima_238482520,1
modakingcolombia_302742058,492
modalstore_1504002258,58
modamanizales_47046761,5
modasporst_1247489910,2
modasport_648047619,3
modaviva_306476715,552
modayaccesorios_1172309963,2
modaybrillo_371553037,1
modaydicenocolombia_1500601142,1
modaydiseno_1364483725,117
modaytiempoonline_1469887950,4
modayvariedades_449408317,9
modernfinds_233200523,12
modernimports_544803593,16
moderwatch_1525662410,1
modiio_924791113,1
modoguerraaccesorios_521910258,1
moeidgifts_1336784811,21
moema_204963059,4
molarante_1278240597,10
molding3d_610419063,9
mollyhomestore_285762159,7
mollynari_374861242,3806
momentoscafe_1263315230,1
moments30_1328172068,62
momentumstore_583350695,290
momentumvirtualshop_1171062724,5
momo_1275824743,3
monacogold_830722550,17
monacotiendaonline_1521018811,97
monarca3011_699450415,105
monarkstore_1069395157,1
monasterystore_618445889,1
monchito_907874657,8
monicastore_1580318492,206
monishoes_566945175,47
monitec_274978963,1
monkbrand_593077368,1
monkeykids_271569328,14
monkeyrebajas_1410904396,9
monkeystore_1594016891,65
monkeystorecucuta_1667878554,2
monsteronlineshop_262022424,7
montacolombiashop_17829242,10
montandocubo_1389289482,31
montblacklujopereira_1039582698,1
montepues_470564201,2
monteriastore_474313364,1
monterville_854138545,1
montesion0777_992803381,5
montimonti_277568102,2
montnatura_62117554,2
montolivobys_1634900553,11
moody_1419695975,8
moonboutiquemles_1383411045,1
mooncc_1155482148,2
moonimport_554695172,1
moonlampscolombia_1207729957,4
mopri_1261982139,3
moraazulstore_668817129,5
moranastore_1421176478,117
moranttofc_258651264,3
moreblue_1349169745,1
moregoco_182386158,2
moreliadetalles_211012261,14
moremoneymoreproblems_665494670,11
morestore_531843134,98
morettistore_293777073,343
morochscreaciones_1266090766,1
motoaccesoriosdakar_1367740737,41
motoaccesoriosgp_893569746,98
motoledcol_1569881238,33
motomaletas_505543100,79
motooxbogota_85150141,65
motopartesdesvatate_287780678,5
motoracer_508344128,1
motoracervirtual_1404916638,8
motoracing72_684120955,95
motorcyclebox_1290264828,47
motorled_1172145484,2
mottzatendencias_1073036053,22
movileddc_120446394,70
movilshops_1462702274,7
movinetcomputadores_9765963,4
movix_1488793136,16
mpmsanz_1648976513,1
mrbarista_1248740345,2
mrecommerce_986179029,1
mrevanzshop_825093121,2
mrtiendaonline_483986708,1
msimport_479151464,176
mspbariedades_190629885,15
mstore_1027436111,36
mtbhouse_648495581,5
mtiendav_249395046,25
mueblesalvarezehijos_1407384066,6
mueblesliss_644807766,11
muffinaccesorios_331292616,16
mugo_428020400,4
mujerbonita_233108368,2
mujeresbellasoficial_1083491176,10
mujeresshop_691188941,121
mujerpragmatica_645859870,524
mujerrealmakeupshop_201397613,1
mulata_686235711,6
mulatta_710655989,1
mulattasbeauty_1132025115,96
multiall_1034753002,2
multibrand_1012977611,1
multicolon_331755532,4
multicomercial211_511479677,22
multicomercial21_508896029,3
multicomercial23_1301577292,1
multicomercial27_802906966,10
multicomercio777_740089608,3
multicomfort_1282717836,14
multicompras_1359006357,1
multicomprasonline_621217897,2
multierramienta_1496896109,12
multiherramienta20241_1089660013,23
multiherramientas22_331727236,33
multihogarstore_650820026,6
multimarcas_1002282551,134
multimarcascol_349690528,139
multimarcasjz_682680340,18
multimarcasvasquez_237932449,13
multimarkas_895734871,2
multinal_1281373488,38
multiproductoslyj_1214618171,3
multirepuestosmel_63383699,1473
multiscannercolombia_1186856114,51
multishop26_800727038,60
multishopjs_853427911,3
multistorecolombia_1545425838,44
multitendencias_616362695,24
multitodo2025_1655288100,9
multitodomomis_776045515,1
mundibelleza_666742851,42
mundiluz_258019119,1268
mundishop_993492326,1
mundoaccesorios_1558684241,60
mundobebe_1199643254,2
mundochiquitin_643160992,2
mundocopito_8594408,1
mundodigitaltechnology_956911590,9
mundofreaky_713047712,23
mundohogar_719752709,1
mundohogar_895525512,10
mundohogarexpress_166792649,1
mundoled_1012791843,189
mundomaderarh_1638206116,3
mundomaquillaje_1320752438,7
mundonuevo_295697650,6
mundoonline_1188036699,109
mundoprimavera_54208902,2
mundoreal_96538388,3
mundoshoes_506571102,1177
mundostore_1410483214,13
mundotendencias_993211918,11
mundovanidades_1574360574,11
mundovariedades_1608781919,60
mundoversatil_98116744,108
mundovirtual_471977376,105
mundovirtual_566522490,4
munozstore_642601612,1
muranoshops_994732508,6
mursas_1547946298,27
muxi_248263041,51
muygood_1436643944,572
muyprocolombia_671589756,4
muysoleados_732653312,1
muyurbano_1485924699,1
muyvariado_1355625119,1
mvgroup_1425829236,5
mvlenceria_1550045993,2
mvmarcas_1333030208,1
myb_304649967,2
mybabystore_1611339946,5
mycelaneashop_397229708,1
mydarling_461042015,30
myfshop2_864835755,15
myhappynight_250019022,6
myhaustore_1623194587,2
myhomestore_130437126,20
myjstore_344323635,97
mylmarketcontraentrega_357080222,110
mylnovedades_123331023,38
mylookman_1084382446,1
mylovecreaciones_246178665,27
mylstore_1123555426,1
mymsmall_535862400,98
mymtecnology_1141226092,44
myo_503055597,5
myp_695568442,2
myparfum_876045306,1186
mypetshop_287444399,2
mypstore_263161098,6
myrvariedades_524657174,4
mysestore_1365401415,145
myshop_728579921,1
myshopalex_892878219,14
myshopcolombia_1535487737,3
mystical_411988333,9
mysticmarket_361656627,5
mysticmarvels_369847918,5
mystore1234_690395672,1
mystoretiendaonline_1203127174,1
mystoreweb_704061500,1
